devicename,sensor,deviceid,value,dbtimestamp
NDS011,SCD41 Temperature,12,28.599604,2024-07-29T17:56:04.1374930
NDS011,SCD41 CO2,12,483,2024-07-29T17:56:04.0129840
NDS011,7 in 1 Soil Sensor Potassium,12,448,2024-07-29T17:55:33.1321720
NDS011,7 in 1 Soil Sensor Phosphorus,12,452,2024-07-29T17:55:33.1011420
NDS011,7 in 1 Soil Sensor Nitrogen,12,175,2024-07-29T17:55:33.0704780
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:55:33.0392690
NDS011,7 in 1 Soil Sensor EC,12,1027,2024-07-29T17:55:33.0085370
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:55:32.9776600
NDS011,7 in 1 Soil Sensor Moisture,12,30.6,2024-07-29T17:55:32.9495950
NDS011,SCD41 Humidity,12,95.55047,2024-07-29T17:55:32.2109060
NDS011,SCD41 Temperature,12,28.610285,2024-07-29T17:55:32.1671590
NDS011,SCD41 CO2,12,484,2024-07-29T17:55:32.1281830
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:55:01.3877730
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:55:01.3814900
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:55:01.3726850
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:55:01.3671710
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:55:01.3574940
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:55:01.3513890
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:55:01.3387520
NDS011,SCD41 Humidity,12,95.8114,2024-07-29T17:55:00.4909140
NDS011,SCD41 Temperature,12,28.644999,2024-07-29T17:55:00.4787710
NDS011,SCD41 CO2,12,483,2024-07-29T17:55:00.4650420
NDS011,7 in 1 Soil Sensor Potassium,12,453,2024-07-29T17:54:29.5809150
NDS011,7 in 1 Soil Sensor Phosphorus,12,458,2024-07-29T17:54:29.5776830
NDS011,7 in 1 Soil Sensor Nitrogen,12,178,2024-07-29T17:54:29.5739170
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:54:29.5691800
NDS011,7 in 1 Soil Sensor EC,12,1039,2024-07-29T17:54:29.5620710
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:54:29.5587520
NDS011,7 in 1 Soil Sensor Moisture,12,28.1,2024-07-29T17:54:29.5549410
NDS011,SCD41 Humidity,12,95.828186,2024-07-29T17:54:28.9353880
NDS011,SCD41 Temperature,12,28.620966,2024-07-29T17:54:28.9282130
NDS011,SCD41 CO2,12,481,2024-07-29T17:54:28.9243320
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:53:58.1393890
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:53:58.1360660
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:53:58.1323470
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:53:58.1284290
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:53:58.1215200
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:53:58.1182050
NDS011,7 in 1 Soil Sensor Moisture,12,27.2,2024-07-29T17:53:58.1143860
NDS011,SCD41 Humidity,12,96.30274,2024-07-29T17:53:57.4908660
NDS011,SCD41 Temperature,12,28.647669,2024-07-29T17:53:57.4865750
NDS011,SCD41 CO2,12,483,2024-07-29T17:53:57.4776560
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:53:26.8003130
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:53:26.7966630
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:53:26.7928960
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:53:26.7889570
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:53:26.7826090
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:53:26.7788560
NDS011,7 in 1 Soil Sensor Moisture,12,27.2,2024-07-29T17:53:26.7747400
NDS011,SCD41 Humidity,12,95.83124,2024-07-29T17:53:26.1553230
NDS011,SCD41 Temperature,12,28.671701,2024-07-29T17:53:26.1483920
NDS011,SCD41 CO2,12,484,2024-07-29T17:53:26.1448690
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:52:55.3506900
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:52:55.3473260
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:52:55.3439870
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:52:55.3396860
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:52:55.3330530
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:52:55.3296880
NDS011,7 in 1 Soil Sensor Moisture,12,29.5,2024-07-29T17:52:55.3254270
NDS011,SCD41 Humidity,12,95.5993,2024-07-29T17:52:54.7158790
NDS011,SCD41 Temperature,12,28.620966,2024-07-29T17:52:54.7081640
NDS011,SCD41 CO2,12,480,2024-07-29T17:52:54.7046790
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:52:23.9511470
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:52:23.9399210
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:52:23.9360860
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:52:23.9243230
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:52:23.9203640
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:52:23.9085570
NDS011,7 in 1 Soil Sensor Moisture,12,28.6,2024-07-29T17:52:23.9046430
NDS011,SCD41 Humidity,12,95.83887,2024-07-29T17:52:23.2860880
NDS011,SCD41 Temperature,12,28.65835,2024-07-29T17:52:23.2734100
NDS011,SCD41 CO2,12,493,2024-07-29T17:52:23.2690550
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:51:52.6186590
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:51:52.6074250
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:51:52.6034690
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:51:52.5919430
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:51:52.5881190
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:51:52.5760540
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:51:52.5724980
NDS011,SCD41 Humidity,12,96.26154,2024-07-29T17:51:51.9494270
NDS011,SCD41 Temperature,12,28.693066,2024-07-29T17:51:51.9466630
NDS011,SCD41 CO2,12,497,2024-07-29T17:51:51.9433790
NDS011,7 in 1 Soil Sensor Potassium,12,453,2024-07-29T17:51:21.2914820
NDS011,7 in 1 Soil Sensor Phosphorus,12,458,2024-07-29T17:51:21.2796570
NDS011,7 in 1 Soil Sensor Nitrogen,12,178,2024-07-29T17:51:21.2750250
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:51:21.2628800
NDS011,7 in 1 Soil Sensor EC,12,1039,2024-07-29T17:51:21.2593320
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:51:21.2471760
NDS011,7 in 1 Soil Sensor Moisture,12,27.2,2024-07-29T17:51:21.2432620
NDS011,SCD41 Humidity,12,96.128784,2024-07-29T17:51:20.5241520
NDS011,SCD41 Temperature,12,28.674372,2024-07-29T17:51:20.5123710
NDS011,SCD41 CO2,12,498,2024-07-29T17:51:20.5087970
NDS011,7 in 1 Soil Sensor Potassium,12,453,2024-07-29T17:50:49.7878680
NDS011,7 in 1 Soil Sensor Phosphorus,12,458,2024-07-29T17:50:49.7618210
NDS011,7 in 1 Soil Sensor Nitrogen,12,178,2024-07-29T17:50:49.7430800
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:50:49.7399850
NDS011,7 in 1 Soil Sensor EC,12,1039,2024-07-29T17:50:49.7294420
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:50:49.7085520
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:50:49.7043210
NDS011,SCD41 Humidity,12,95.72442,2024-07-29T17:50:49.0842490
NDS011,SCD41 Temperature,12,28.669031,2024-07-29T17:50:49.0725080
NDS011,SCD41 CO2,12,498,2024-07-29T17:50:49.0689770
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:50:18.4125460
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:50:18.4007610
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:50:18.3969650
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:50:18.3844750
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:50:18.3802340
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:50:18.3683500
NDS011,7 in 1 Soil Sensor Moisture,12,27.2,2024-07-29T17:50:18.3646240
NDS011,SCD41 Humidity,12,96.1181,2024-07-29T17:50:17.6439110
NDS011,SCD41 Temperature,12,28.719769,2024-07-29T17:50:17.6320850
NDS011,SCD41 CO2,12,503,2024-07-29T17:50:17.6285490
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:49:46.8716800
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:49:46.8598860
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:49:46.8551860
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:49:46.8435380
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:49:46.8395310
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:49:46.8277880
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:49:46.8230770
NDS011,SCD41 Humidity,12,96.08453,2024-07-29T17:49:46.2064460
NDS011,SCD41 Temperature,12,28.706417,2024-07-29T17:49:46.2017150
NDS011,SCD41 CO2,12,505,2024-07-29T17:49:46.1886540
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:49:15.5314440
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:49:15.5199070
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:49:15.5158480
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:49:15.5037030
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:49:15.4994070
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:49:15.4874420
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:49:15.4832030
NDS011,SCD41 Humidity,12,96.1532,2024-07-29T17:49:14.7641480
NDS011,SCD41 Temperature,12,28.717098,2024-07-29T17:49:14.7520120
NDS011,SCD41 CO2,12,505,2024-07-29T17:49:14.7480450
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:48:44.0968790
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:48:44.0927000
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:48:44.0807100
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:48:44.0766240
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:48:44.0643940
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:48:44.0593510
NDS011,7 in 1 Soil Sensor Moisture,12,30.4,2024-07-29T17:48:44.0471470
NDS011,SCD41 Humidity,12,96.83681,2024-07-29T17:48:43.3442600
NDS011,SCD41 Temperature,12,28.783855,2024-07-29T17:48:43.3399740
NDS011,SCD41 CO2,12,505,2024-07-29T17:48:43.3279210
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:48:12.6579870
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:48:12.6465250
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:48:12.6426860
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:48:12.6305510
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:48:12.6266630
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:48:12.6148040
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:48:12.6108200
NDS011,SCD41 Humidity,12,96.755936,2024-07-29T17:48:11.9036280
NDS011,SCD41 Temperature,12,28.765163,2024-07-29T17:48:11.8920860
NDS011,SCD41 CO2,12,497,2024-07-29T17:48:11.8878190
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:47:41.1299420
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:47:41.1186290
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:47:41.1145470
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:47:41.1032020
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:47:41.0991100
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:47:41.0872450
NDS011,7 in 1 Soil Sensor Moisture,12,29.8,2024-07-29T17:47:41.0831460
NDS011,SCD41 Humidity,12,96.53315,2024-07-29T17:47:40.4635190
NDS011,SCD41 Temperature,12,28.73846,2024-07-29T17:47:40.4518270
NDS011,SCD41 CO2,12,494,2024-07-29T17:47:40.4476860
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:47:09.7885190
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:47:09.7844010
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:47:09.7729850
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:47:09.7687560
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:47:09.7573650
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:47:09.7531320
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:47:09.7416370
NDS011,SCD41 Humidity,12,95.91821,2024-07-29T17:47:09.1245910
NDS011,SCD41 Temperature,12,28.73579,2024-07-29T17:47:09.1131660
NDS011,SCD41 CO2,12,493,2024-07-29T17:47:09.1089200
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:46:38.2588020
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:46:38.2477450
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:46:38.2434040
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:46:38.2321850
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:46:38.2273950
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:46:38.2163100
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:46:38.2124710
NDS011,SCD41 Humidity,12,96.43244,2024-07-29T17:46:37.5820750
NDS011,SCD41 Temperature,12,28.754482,2024-07-29T17:46:37.5707540
NDS011,SCD41 CO2,12,494,2024-07-29T17:46:37.5665790
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:46:06.9073740
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:46:06.8963830
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:46:06.8916900
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:46:06.8806390
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:46:06.8757750
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:46:06.8650800
NDS011,7 in 1 Soil Sensor Moisture,12,27.7,2024-07-29T17:46:06.8608510
NDS011,SCD41 Humidity,12,96.472115,2024-07-29T17:46:06.0525510
NDS011,SCD41 Temperature,12,28.770504,2024-07-29T17:46:06.0408680
NDS011,SCD41 CO2,12,494,2024-07-29T17:46:06.0369840
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:45:35.3596100
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:45:35.3555550
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:45:35.3508340
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:45:35.3403060
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:45:35.3356570
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:45:35.3251470
NDS011,7 in 1 Soil Sensor Moisture,12,29.7,2024-07-29T17:45:35.3208490
NDS011,SCD41 Humidity,12,96.76051,2024-07-29T17:45:34.5076020
NDS011,SCD41 Temperature,12,28.73045,2024-07-29T17:45:34.5037400
NDS011,SCD41 CO2,12,492,2024-07-29T17:45:34.4919790
NDS011,7 in 1 Soil Sensor Potassium,12,449,2024-07-29T17:45:03.8459940
NDS011,7 in 1 Soil Sensor Phosphorus,12,454,2024-07-29T17:45:03.8408780
NDS011,7 in 1 Soil Sensor Nitrogen,12,176,2024-07-29T17:45:03.8283680
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:45:03.8138010
NDS011,7 in 1 Soil Sensor EC,12,1030,2024-07-29T17:45:03.8018210
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:45:03.7952140
NDS011,7 in 1 Soil Sensor Moisture,12,27.5,2024-07-29T17:45:03.7843120
NDS011,SCD41 Humidity,12,96.342415,2024-07-29T17:45:03.0081840
NDS011,SCD41 Temperature,12,28.73846,2024-07-29T17:45:02.9872580
NDS011,SCD41 CO2,12,492,2024-07-29T17:45:02.9612100
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:44:32.2864970
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:44:32.2751200
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:44:32.2707950
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:44:32.2599680
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:44:32.2552980
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:44:32.2449740
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:44:32.2411230
NDS011,SCD41 Humidity,12,96.23865,2024-07-29T17:44:31.5323730
NDS011,SCD41 Temperature,12,28.722439,2024-07-29T17:44:31.5200890
NDS011,SCD41 CO2,12,490,2024-07-29T17:44:31.5160540
NDS011,7 in 1 Soil Sensor Potassium,12,453,2024-07-29T17:44:00.8481350
NDS011,7 in 1 Soil Sensor Phosphorus,12,458,2024-07-29T17:44:00.8443250
NDS011,7 in 1 Soil Sensor Nitrogen,12,178,2024-07-29T17:44:00.8395560
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:44:00.8293250
NDS011,7 in 1 Soil Sensor EC,12,1039,2024-07-29T17:44:00.8246340
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:44:00.8144150
NDS011,7 in 1 Soil Sensor Moisture,12,29.1,2024-07-29T17:44:00.8102780
NDS011,SCD41 Humidity,12,96.20508,2024-07-29T17:44:00.1913060
NDS011,SCD41 Temperature,12,28.693066,2024-07-29T17:44:00.1803670
NDS011,SCD41 CO2,12,490,2024-07-29T17:44:00.1759950
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:43:29.3155490
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:43:29.3113440
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:43:29.3006660
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:43:29.2969210
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:43:29.2925840
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:43:29.2819020
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:43:29.2780030
NDS011,SCD41 Humidity,12,95.58251,2024-07-29T17:43:28.6510990
NDS011,SCD41 Temperature,12,28.685053,2024-07-29T17:43:28.6399050
NDS011,SCD41 CO2,12,492,2024-07-29T17:43:28.6357590
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:42:57.8759870
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:42:57.8653950
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:42:57.8606700
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:42:57.8497970
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:42:57.8455750
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:42:57.8345170
NDS011,7 in 1 Soil Sensor Moisture,12,27.2,2024-07-29T17:42:57.8302310
NDS011,SCD41 Humidity,12,95.82361,2024-07-29T17:42:57.0220780
NDS011,SCD41 Temperature,12,28.674372,2024-07-29T17:42:57.0119770
NDS011,SCD41 CO2,12,493,2024-07-29T17:42:57.0073890
NDS011,7 in 1 Soil Sensor Potassium,12,453,2024-07-29T17:42:26.1335950
NDS011,7 in 1 Soil Sensor Phosphorus,12,458,2024-07-29T17:42:26.1264570
NDS011,7 in 1 Soil Sensor Nitrogen,12,178,2024-07-29T17:42:26.1223740
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:42:26.1185200
NDS011,7 in 1 Soil Sensor EC,12,1039,2024-07-29T17:42:26.1090510
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:42:26.1054470
NDS011,7 in 1 Soil Sensor Moisture,12,28.2,2024-07-29T17:42:26.0953190
NDS011,SCD41 Humidity,12,96.40803,2024-07-29T17:42:25.4704680
NDS011,SCD41 Temperature,12,28.72511,2024-07-29T17:42:25.4601880
NDS011,SCD41 CO2,12,494,2024-07-29T17:42:25.4558800
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:41:54.6959040
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:41:54.6860220
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:41:54.6821690
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:41:54.6713500
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:41:54.6674180
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:41:54.6627450
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:41:54.6523040
NDS011,SCD41 Humidity,12,96.56519,2024-07-29T17:41:54.0299590
NDS011,SCD41 Temperature,12,28.759823,2024-07-29T17:41:54.0190370
NDS011,SCD41 CO2,12,486,2024-07-29T17:41:54.0151360
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:41:23.2550590
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:41:23.2512300
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:41:23.2405270
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:41:23.2367890
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:41:23.2324840
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:41:23.2225340
NDS011,7 in 1 Soil Sensor Moisture,12,29.1,2024-07-29T17:41:23.2182910
NDS011,SCD41 Humidity,12,96.35767,2024-07-29T17:41:22.5405960
NDS011,SCD41 Temperature,12,28.722439,2024-07-29T17:41:22.5156610
NDS011,SCD41 CO2,12,484,2024-07-29T17:41:22.4752340
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:40:51.8049470
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:40:51.8014720
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:40:51.7907020
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:40:51.7869410
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:40:51.7822990
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:40:51.7723780
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:40:51.7681390
NDS011,SCD41 Humidity,12,96.05707,2024-07-29T17:40:51.1500380
NDS011,SCD41 Temperature,12,28.698406,2024-07-29T17:40:51.1390200
NDS011,SCD41 CO2,12,482,2024-07-29T17:40:51.1347550
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:40:20.4745220
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:40:20.4706010
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:40:20.4600710
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:40:20.4564310
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:40:20.4521910
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:40:20.4425680
NDS011,7 in 1 Soil Sensor Moisture,12,27.2,2024-07-29T17:40:20.4383200
NDS011,SCD41 Humidity,12,95.34905,2024-07-29T17:40:19.7303100
NDS011,SCD41 Temperature,12,28.66369,2024-07-29T17:40:19.7238180
NDS011,SCD41 CO2,12,483,2024-07-29T17:40:19.7133480
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:39:49.0423630
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:39:49.0385100
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:39:49.0285950
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:39:49.0248040
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:39:49.0199870
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:39:49.0095790
NDS011,7 in 1 Soil Sensor Moisture,12,28.2,2024-07-29T17:39:49.0057800
NDS011,SCD41 Humidity,12,95.66796,2024-07-29T17:39:48.1886210
NDS011,SCD41 Temperature,12,28.685053,2024-07-29T17:39:48.1781980
NDS011,SCD41 CO2,12,484,2024-07-29T17:39:48.1736430
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:39:17.5020330
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:39:17.4973640
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:39:17.4884420
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:39:17.4842320
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:39:17.4743380
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:39:17.4702830
NDS011,7 in 1 Soil Sensor Moisture,12,26.9,2024-07-29T17:39:17.4668070
NDS011,SCD41 Humidity,12,95.54742,2024-07-29T17:39:16.7541140
NDS011,SCD41 Temperature,12,28.66636,2024-07-29T17:39:16.7501910
NDS011,SCD41 CO2,12,481,2024-07-29T17:39:16.7450590
NDS011,7 in 1 Soil Sensor Potassium,12,453,2024-07-29T17:38:46.0025520
NDS011,7 in 1 Soil Sensor Phosphorus,12,458,2024-07-29T17:38:45.9905740
NDS011,7 in 1 Soil Sensor Nitrogen,12,178,2024-07-29T17:38:45.9827400
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:38:45.9702740
NDS011,7 in 1 Soil Sensor EC,12,1039,2024-07-29T17:38:45.9571500
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:38:45.9509860
