devicename,sensor,deviceid,value,dbtimestamp
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:38:45.9389810
NDS011,SCD41 Humidity,12,95.16441,2024-07-29T17:38:45.3183420
NDS011,SCD41 Temperature,12,28.65835,2024-07-29T17:38:45.3083970
NDS011,SCD41 CO2,12,482,2024-07-29T17:38:45.3045000
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:38:14.6218220
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:38:14.6174540
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:38:14.6078140
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:38:14.6041100
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:38:14.5998330
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:38:14.5906270
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:38:14.5864250
NDS011,SCD41 Humidity,12,95.22087,2024-07-29T17:38:13.8789160
NDS011,SCD41 Temperature,12,28.679712,2024-07-29T17:38:13.8746150
NDS011,SCD41 CO2,12,483,2024-07-29T17:38:13.8649340
NDS011,7 in 1 Soil Sensor Potassium,12,454,2024-07-29T17:37:42.9855800
NDS011,7 in 1 Soil Sensor Phosphorus,12,459,2024-07-29T17:37:42.9774280
NDS011,7 in 1 Soil Sensor Nitrogen,12,178,2024-07-29T17:37:42.9737260
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:37:42.9708200
NDS011,7 in 1 Soil Sensor EC,12,1041,2024-07-29T17:37:42.9681070
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:37:42.9596290
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:37:42.9557600
NDS011,SCD41 Humidity,12,95.107956,2024-07-29T17:37:42.2372710
NDS011,SCD41 Temperature,12,28.66102,2024-07-29T17:37:42.2270830
NDS011,SCD41 CO2,12,489,2024-07-29T17:37:42.2228820
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:37:11.5490970
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:37:11.5451990
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:37:11.5355850
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:37:11.5311510
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:37:11.5268630
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:37:11.5172430
NDS011,7 in 1 Soil Sensor Moisture,12,28.1,2024-07-29T17:37:11.5128730
NDS011,SCD41 Humidity,12,95.50317,2024-07-29T17:37:10.8956140
NDS011,SCD41 Temperature,12,28.711758,2024-07-29T17:37:10.8870430
NDS011,SCD41 CO2,12,491,2024-07-29T17:37:10.8835640
NDS011,7 in 1 Soil Sensor Potassium,12,453,2024-07-29T17:36:40.2198440
NDS011,7 in 1 Soil Sensor Phosphorus,12,458,2024-07-29T17:36:40.2125260
NDS011,7 in 1 Soil Sensor Nitrogen,12,178,2024-07-29T17:36:40.2097270
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:36:40.2060030
NDS011,7 in 1 Soil Sensor EC,12,1039,2024-07-29T17:36:40.2024930
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:36:40.1944750
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:36:40.1907910
NDS011,SCD41 Humidity,12,95.744255,2024-07-29T17:36:39.5582670
NDS011,SCD41 Temperature,12,28.701077,2024-07-29T17:36:39.5530190
NDS011,SCD41 CO2,12,491,2024-07-29T17:36:39.5426600
NDS011,7 in 1 Soil Sensor Potassium,12,449,2024-07-29T17:36:08.6795340
NDS011,7 in 1 Soil Sensor Phosphorus,12,454,2024-07-29T17:36:08.6750800
NDS011,7 in 1 Soil Sensor Nitrogen,12,176,2024-07-29T17:36:08.6652450
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:36:08.6615840
NDS011,7 in 1 Soil Sensor EC,12,1030,2024-07-29T17:36:08.6572580
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:36:08.6481060
NDS011,7 in 1 Soil Sensor Moisture,12,27.5,2024-07-29T17:36:08.6430490
NDS011,SCD41 Humidity,12,95.0576,2024-07-29T17:36:08.0155750
NDS011,SCD41 Temperature,12,28.687725,2024-07-29T17:36:08.0059750
NDS011,SCD41 CO2,12,492,2024-07-29T17:36:08.0020390
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:35:37.2418010
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:35:37.2326370
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:35:37.2287810
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:35:37.2244210
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:35:37.2156880
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:35:37.2114480
NDS011,7 in 1 Soil Sensor Moisture,12,28.8,2024-07-29T17:35:37.2015110
NDS011,SCD41 Humidity,12,95.510796,2024-07-29T17:35:36.3781120
NDS011,SCD41 Temperature,12,28.695736,2024-07-29T17:35:36.3738500
NDS011,SCD41 CO2,12,493,2024-07-29T17:35:36.3639010
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:35:05.5514040
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:35:05.5374030
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:35:05.5268960
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:35:05.5032550
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:35:05.4872560
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:35:05.4256050
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:35:05.3713310
NDS011,SCD41 Humidity,12,95.906006,2024-07-29T17:35:04.5649850
NDS011,SCD41 Temperature,12,28.722439,2024-07-29T17:35:04.5560810
NDS011,SCD41 CO2,12,493,2024-07-29T17:35:04.5369210
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:34:33.8386460
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:34:33.8339880
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:34:33.8252440
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:34:33.8215060
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:34:33.8171810
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:34:33.8081080
NDS011,7 in 1 Soil Sensor Moisture,12,27.2,2024-07-29T17:34:33.8042980
NDS011,SCD41 Humidity,12,96.24933,2024-07-29T17:34:33.1956590
NDS011,SCD41 Temperature,12,28.751812,2024-07-29T17:34:33.1913020
NDS011,SCD41 CO2,12,486,2024-07-29T17:34:33.1820580
NDS011,7 in 1 Soil Sensor Potassium,12,457,2024-07-29T17:34:02.4076350
NDS011,7 in 1 Soil Sensor Phosphorus,12,462,2024-07-29T17:34:02.4033800
NDS011,7 in 1 Soil Sensor Nitrogen,12,180,2024-07-29T17:34:02.3948270
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:34:02.3907170
NDS011,7 in 1 Soil Sensor EC,12,1047,2024-07-29T17:34:02.3864810
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:34:02.3777580
NDS011,7 in 1 Soil Sensor Moisture,12,28.8,2024-07-29T17:34:02.3731710
NDS011,SCD41 Humidity,12,95.580986,2024-07-29T17:34:01.6636580
NDS011,SCD41 Temperature,12,28.706417,2024-07-29T17:34:01.6543510
NDS011,SCD41 CO2,12,483,2024-07-29T17:34:01.6504530
NDS011,7 in 1 Soil Sensor Potassium,12,449,2024-07-29T17:33:30.9202030
NDS011,7 in 1 Soil Sensor Phosphorus,12,454,2024-07-29T17:33:30.9155560
NDS011,7 in 1 Soil Sensor Nitrogen,12,176,2024-07-29T17:33:30.9104590
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:33:30.9013810
NDS011,7 in 1 Soil Sensor EC,12,1030,2024-07-29T17:33:30.8977610
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:33:30.8934390
NDS011,7 in 1 Soil Sensor Moisture,12,27.5,2024-07-29T17:33:30.8838210
NDS011,SCD41 Humidity,12,95.66491,2024-07-29T17:33:30.1239130
NDS011,SCD41 Temperature,12,28.72778,2024-07-29T17:33:30.1147370
NDS011,SCD41 CO2,12,483,2024-07-29T17:33:30.1104650
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:32:59.4269770
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:32:59.4223280
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:32:59.4137930
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:32:59.4096040
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:32:59.4002430
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:32:59.3965090
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:32:59.3924560
NDS011,SCD41 Humidity,12,95.95026,2024-07-29T17:32:58.5889080
NDS011,SCD41 Temperature,12,28.698406,2024-07-29T17:32:58.5798350
NDS011,SCD41 CO2,12,483,2024-07-29T17:32:58.5759870
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:32:27.6949800
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:32:27.6910540
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:32:27.6823000
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:32:27.6782300
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:32:27.6688400
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:32:27.6654420
NDS011,7 in 1 Soil Sensor Moisture,12,27.2,2024-07-29T17:32:27.6612600
NDS011,SCD41 Humidity,12,95.33379,2024-07-29T17:32:27.0041660
NDS011,SCD41 Temperature,12,28.674372,2024-07-29T17:32:26.9992270
NDS011,SCD41 CO2,12,480,2024-07-29T17:32:26.9417080
NDS011,7 in 1 Soil Sensor Potassium,12,449,2024-07-29T17:31:56.1557360
NDS011,7 in 1 Soil Sensor Phosphorus,12,454,2024-07-29T17:31:56.1170250
NDS011,7 in 1 Soil Sensor Nitrogen,12,176,2024-07-29T17:31:56.0779770
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:31:56.0387580
NDS011,7 in 1 Soil Sensor EC,12,1030,2024-07-29T17:31:56.0001200
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:31:55.9622900
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:31:55.9199280
NDS011,SCD41 Humidity,12,95.2575,2024-07-29T17:31:55.0680180
NDS011,SCD41 Temperature,12,28.647669,2024-07-29T17:31:55.0282200
NDS011,SCD41 CO2,12,480,2024-07-29T17:31:54.9891950
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:31:24.1585250
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:31:24.1157470
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:31:24.0497090
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:31:24.0021610
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:31:23.9624900
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:31:23.9251350
NDS011,7 in 1 Soil Sensor Moisture,12,29.1,2024-07-29T17:31:23.8846100
NDS011,SCD41 Humidity,12,94.993515,2024-07-29T17:31:23.0358490
NDS011,SCD41 Temperature,12,28.687725,2024-07-29T17:31:22.9909690
NDS011,SCD41 CO2,12,485,2024-07-29T17:31:22.9448780
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:30:51.9910190
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:30:51.7542340
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:30:51.5430700
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:30:51.3801630
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:30:51.2648320
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:30:51.1496050
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:30:51.0337650
NDS011,SCD41 Humidity,12,95.156784,2024-07-29T17:30:50.1604420
NDS011,SCD41 Temperature,12,28.690395,2024-07-29T17:30:50.0366270
NDS011,SCD41 CO2,12,485,2024-07-29T17:30:49.9121850
NDS011,7 in 1 Soil Sensor Potassium,12,449,2024-07-29T17:30:19.1619060
NDS011,7 in 1 Soil Sensor Phosphorus,12,454,2024-07-29T17:30:19.1537770
NDS011,7 in 1 Soil Sensor Nitrogen,12,176,2024-07-29T17:30:19.1493760
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:30:19.1454580
NDS011,7 in 1 Soil Sensor EC,12,1030,2024-07-29T17:30:19.1370410
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:30:19.1332860
NDS011,7 in 1 Soil Sensor Moisture,12,27.5,2024-07-29T17:30:19.1282880
NDS011,SCD41 Humidity,12,95.45434,2024-07-29T17:30:18.5264910
NDS011,SCD41 Temperature,12,28.690395,2024-07-29T17:30:18.5222310
NDS011,SCD41 CO2,12,485,2024-07-29T17:30:18.5173180
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:29:47.8286230
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:29:47.8211670
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:29:47.8174550
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:29:47.8127360
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:29:47.8048200
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:29:47.8009150
NDS011,7 in 1 Soil Sensor Moisture,12,28.1,2024-07-29T17:29:47.7971260
NDS011,SCD41 Humidity,12,95.55962,2024-07-29T17:29:47.0799200
NDS011,SCD41 Temperature,12,28.703747,2024-07-29T17:29:47.0752010
NDS011,SCD41 CO2,12,480,2024-07-29T17:29:47.0676100
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:29:16.1798000
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:29:16.1715060
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:29:16.1678270
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:29:16.1640840
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:29:16.1562460
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:29:16.1520950
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:29:16.1480750
NDS011,SCD41 Humidity,12,95.68017,2024-07-29T17:29:15.5374520
NDS011,SCD41 Temperature,12,28.695736,2024-07-29T17:29:15.5294830
NDS011,SCD41 CO2,12,478,2024-07-29T17:29:15.5252510
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:28:44.6636490
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:28:44.6564120
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:28:44.6523530
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:28:44.6485370
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:28:44.6408140
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:28:44.6370900
NDS011,7 in 1 Soil Sensor Moisture,12,27.8,2024-07-29T17:28:44.6328190
NDS011,SCD41 Humidity,12,95.432976,2024-07-29T17:28:43.9973810
NDS011,SCD41 Temperature,12,28.679712,2024-07-29T17:28:43.9892820
NDS011,SCD41 CO2,12,477,2024-07-29T17:28:43.9853340
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:28:13.2077570
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:28:13.2046130
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:28:13.1979700
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:28:13.1942470
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:28:13.1894950
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:28:13.1820390
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:28:13.1780880
NDS011,SCD41 Humidity,12,95.08659,2024-07-29T17:28:12.5526470
NDS011,SCD41 Temperature,12,28.671701,2024-07-29T17:28:12.5463820
NDS011,SCD41 CO2,12,477,2024-07-29T17:28:12.5414610
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:27:41.8834700
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:27:41.8806550
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:27:41.8772730
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:27:41.8719340
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:27:41.8690360
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:27:41.8660710
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:27:41.8585210
NDS011,SCD41 Humidity,12,94.746315,2024-07-29T17:27:41.1261990
NDS011,SCD41 Temperature,12,28.647669,2024-07-29T17:27:41.1180620
NDS011,SCD41 CO2,12,480,2024-07-29T17:27:41.1143470
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:27:10.2754640
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:27:10.2689500
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:27:10.2571940
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:27:10.2529750
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:27:10.2494260
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:27:10.2457120
NDS011,7 in 1 Soil Sensor Moisture,12,28.8,2024-07-29T17:27:10.2390360
NDS011,SCD41 Humidity,12,94.90959,2024-07-29T17:27:09.5022530
NDS011,SCD41 Temperature,12,28.65835,2024-07-29T17:27:09.4978280
NDS011,SCD41 CO2,12,482,2024-07-29T17:27:09.4922640
NDS011,7 in 1 Soil Sensor Potassium,12,449,2024-07-29T17:26:38.7329500
NDS011,7 in 1 Soil Sensor Phosphorus,12,454,2024-07-29T17:26:38.7229470
NDS011,7 in 1 Soil Sensor Nitrogen,12,176,2024-07-29T17:26:38.7136430
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:26:38.6996470
NDS011,7 in 1 Soil Sensor EC,12,1030,2024-07-29T17:26:38.6889580
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:26:38.6758900
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:26:38.6659000
NDS011,SCD41 Humidity,12,94.96452,2024-07-29T17:26:37.8367270
NDS011,SCD41 Temperature,12,28.687725,2024-07-29T17:26:37.8334660
NDS011,SCD41 CO2,12,486,2024-07-29T17:26:37.8262070
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:26:07.0599260
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:26:07.0541080
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:26:07.0457600
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:26:07.0416650
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:26:07.0378440
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:26:07.0294920
NDS011,7 in 1 Soil Sensor Moisture,12,27.5,2024-07-29T17:26:07.0250320
NDS011,SCD41 Humidity,12,95.83429,2024-07-29T17:26:06.2134450
NDS011,SCD41 Temperature,12,28.722439,2024-07-29T17:26:06.2056110
NDS011,SCD41 CO2,12,485,2024-07-29T17:26:06.2017530
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:25:35.5136220
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:25:35.5059800
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:25:35.5022240
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:25:35.4983880
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:25:35.4937580
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:25:35.4866120
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:25:35.4825170
NDS011,SCD41 Humidity,12,95.78546,2024-07-29T17:25:34.5632070
NDS011,SCD41 Temperature,12,28.722439,2024-07-29T17:25:34.5549510
NDS011,SCD41 CO2,12,482,2024-07-29T17:25:34.5509840
NDS011,7 in 1 Soil Sensor Potassium,12,449,2024-07-29T17:25:03.8953890
NDS011,7 in 1 Soil Sensor Phosphorus,12,454,2024-07-29T17:25:03.8887130
NDS011,7 in 1 Soil Sensor Nitrogen,12,176,2024-07-29T17:25:03.8832970
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:25:03.8714240
NDS011,7 in 1 Soil Sensor EC,12,1030,2024-07-29T17:25:03.8663390
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:25:03.8619310
NDS011,7 in 1 Soil Sensor Moisture,12,28.2,2024-07-29T17:25:03.8485830
NDS011,SCD41 Humidity,12,95.82666,2024-07-29T17:25:02.9822970
NDS011,SCD41 Temperature,12,28.73045,2024-07-29T17:25:02.9738120
NDS011,SCD41 CO2,12,479,2024-07-29T17:25:02.9457280
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:24:32.1563230
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:24:32.1441960
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:24:32.1403330
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:24:32.1283470
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:24:32.1244990
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:24:32.1120860
NDS011,7 in 1 Soil Sensor Moisture,12,27,2024-07-29T17:24:32.1081270
NDS011,SCD41 Humidity,12,95.0927,2024-07-29T17:24:31.3823220
NDS011,SCD41 Temperature,12,28.685053,2024-07-29T17:24:31.3780610
NDS011,SCD41 CO2,12,478,2024-07-29T17:24:31.3652120
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:24:00.7070760
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:24:00.6957630
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:24:00.6913960
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:24:00.6800340
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:24:00.6750630
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:24:00.6638180
NDS011,7 in 1 Soil Sensor Moisture,12,28.2,2024-07-29T17:24:00.6598400
NDS011,SCD41 Humidity,12,95.037766,2024-07-29T17:23:59.7620830
NDS011,SCD41 Temperature,12,28.65034,2024-07-29T17:23:59.7573470
NDS011,SCD41 CO2,12,479,2024-07-29T17:23:59.7458600
NDS011,7 in 1 Soil Sensor Potassium,12,449,2024-07-29T17:23:28.9769320
NDS011,7 in 1 Soil Sensor Phosphorus,12,454,2024-07-29T17:23:28.9654140
NDS011,7 in 1 Soil Sensor Nitrogen,12,176,2024-07-29T17:23:28.9610730
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:23:28.9493990
NDS011,7 in 1 Soil Sensor EC,12,1030,2024-07-29T17:23:28.9452210
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:23:28.9338370
NDS011,7 in 1 Soil Sensor Moisture,12,28.7,2024-07-29T17:23:28.9295130
NDS011,SCD41 Humidity,12,94.61814,2024-07-29T17:23:28.2103470
NDS011,SCD41 Temperature,12,28.623636,2024-07-29T17:23:28.1982340
NDS011,SCD41 CO2,12,481,2024-07-29T17:23:28.1947360
NDS011,7 in 1 Soil Sensor Potassium,12,451,2024-07-29T17:22:57.4165210
NDS011,7 in 1 Soil Sensor Phosphorus,12,455,2024-07-29T17:22:57.4054220
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:22:57.4007890
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:22:57.3900820
NDS011,7 in 1 Soil Sensor EC,12,1033,2024-07-29T17:22:57.3859160
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:22:57.3742360
NDS011,7 in 1 Soil Sensor Moisture,12,27.7,2024-07-29T17:22:57.3699300
NDS011,SCD41 Humidity,12,94.305336,2024-07-29T17:22:56.6570970
NDS011,SCD41 Temperature,12,28.647669,2024-07-29T17:22:56.6463480
NDS011,SCD41 CO2,12,483,2024-07-29T17:22:56.6422460
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:22:25.8638010
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:22:25.8516720
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:22:25.8477390
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:22:25.8361840
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:22:25.8324660
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:22:25.8288280
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:22:25.8197090
NDS011,SCD41 Humidity,12,94.709694,2024-07-29T17:22:25.0253850
NDS011,SCD41 Temperature,12,28.687725,2024-07-29T17:22:25.0133360
NDS011,SCD41 CO2,12,492,2024-07-29T17:22:25.0090720
NDS011,7 in 1 Soil Sensor Potassium,12,452,2024-07-29T17:21:54.3673250
NDS011,7 in 1 Soil Sensor Phosphorus,12,456,2024-07-29T17:21:54.3630170
NDS011,7 in 1 Soil Sensor Nitrogen,12,177,2024-07-29T17:21:54.3527450
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:21:54.3485270
NDS011,7 in 1 Soil Sensor EC,12,1036,2024-07-29T17:21:54.3368640
NDS011,7 in 1 Soil Sensor Temperature,12,29.5,2024-07-29T17:21:54.3226200
NDS011,7 in 1 Soil Sensor Moisture,12,27.6,2024-07-29T17:21:54.3185890
NDS011,SCD41 Humidity,12,95.44213,2024-07-29T17:21:53.5813800
NDS011,SCD41 Temperature,12,28.762493,2024-07-29T17:21:53.5694230
NDS011,SCD41 CO2,12,495,2024-07-29T17:21:53.5650760
NDS011,7 in 1 Soil Sensor Potassium,12,453,2024-07-29T17:21:22.8294910
NDS011,7 in 1 Soil Sensor Phosphorus,12,458,2024-07-29T17:21:22.8235450
NDS011,7 in 1 Soil Sensor Nitrogen,12,178,2024-07-29T17:21:22.8098790
NDS011,7 in 1 Soil Sensor PH,12,5,2024-07-29T17:21:22.8034510
